val_map,val_precision,val_recall,val_f1,
0.86222,0.7494,0.82859,0.787007961,
0.85291,0.78642,0.78587,0.786144904,
0.86017,0.87409,0.70684,0.781618131,
0.86387,0.81018,0.79749,0.803784916,
0.87303,0.81096,0.81131,0.811134962,
0.8581,0.82753,0.75842,0.791469217,
0.86052,0.81186,0.77357,0.792252626,
0.86599,0.84482,0.77347,0.807572098,
0.86655,0.85556,0.76727,0.809013293,
0.85722,0.81976,0.76783,0.792945686,
0.86614,0.81886,0.77468,0.796157567,
0.86538,0.84141,0.77875,0.808868306,
0.86861,0.82534,0.78382,0.804044345,
0.868,0.80627,0.7804,0.7931241,
0.87587,0.85274,0.76334,0.805567239,
0.86623,0.8518,0.74517,0.794925147,
0.86868,0.83971,0.76036,0.798067454,
0.86311,0.83079,0.75827,0.792875201,
0.85993,0.8539,0.73647,0.790849592,
0.86792,0.8501,0.78083,0.813993958,
0.86558,0.78045,0.80598,0.793009576,
0.86443,0.79663,0.79944,0.798032526,
0.86495,0.87157,0.73059,0.794877323,
0.86563,0.84272,0.76539,0.802195697,
0.8647,0.85547,0.75394,0.801502478,
0.87053,0.79371,0.82489,0.808999681,
0.86964,0.75876,0.82981,0.792696117,
0.86657,0.78471,0.8081,0.796233262,
0.8695,0.82439,0.78257,0.802935832,
0.87529,0.86127,0.76362,0.809510794,
0.86617,0.84424,0.76266,0.80137915,
0.86364,0.79806,0.78936,0.793686159,
0.86518,0.82578,0.77565,0.799930383,
0.86996,0.87121,0.75911,0.81130603,
0.86652,0.85021,0.76264,0.804047685,
0.86372,0.86256,0.74873,0.801624225,
0.86938,0.82783,0.79553,0.811358663,
0.87194,0.86058,0.76762,0.811446284,
0.87201,0.85775,0.77132,0.812242236,
0.87517,0.85008,0.78358,0.815476521,
0.87719,0.83712,0.79163,0.813739746,
0.8704,0.83175,0.7824,0.806320602,
0.86703,0.82148,0.78739,0.804073837,
0.86627,0.83606,0.79266,0.813781767,
0.86906,0.83501,0.78222,0.807753408,
0.86492,0.85071,0.7816,0.814691984,
0.86461,0.84658,0.77113,0.807095506,
0.86614,0.81792,0.78964,0.803531251,
0.86795,0.8321,0.77535,0.802723239,
0.86804,0.84104,0.76956,0.803713824,
0.87005,0.83973,0.77581,0.80650548,
0.86913,0.86253,0.74308,0.798361735,
0.86513,0.85879,0.75504,0.803580057,
0.86899,0.84088,0.76839,0.803002334,
0.869,0.85392,0.7587,0.803498783,
0.87089,0.82228,0.79771,0.809808676,
0.86836,0.83549,0.78525,0.809591326,
0.86846,0.83904,0.78422,0.810704322,
0.86934,0.83167,0.78618,0.808285466,
0.86604,0.82532,0.79554,0.810156427,
0.86593,0.84267,0.77044,0.804937884,
0.86699,0.85306,0.76524,0.806767144,
0.86585,0.83495,0.77446,0.803568236,
0.86642,0.87102,0.74745,0.804517722,
0.865,0.84492,0.77096,0.806247399,
0.86483,0.8266,0.78618,0.805883491,
0.8648,0.84892,0.77505,0.810304927,
0.86454,0.81954,0.80237,0.810864117,
0.86431,0.84999,0.77439,0.810430756,
0.86489,0.82864,0.79545,0.811705864,
0.86461,0.81677,0.80693,0.811820184,
0.86573,0.8225,0.80643,0.814385732,
0.8666,0.81398,0.80705,0.810500187,
0.86686,0.81701,0.80651,0.811726046,
0.86728,0.81678,0.80881,0.812775462,
0.86712,0.80801,0.81885,0.813393886,
0.86696,0.80871,0.82449,0.816523767,
0.86646,0.81123,0.80803,0.809626838,
0.86673,0.81065,0.81133,0.810989857,
0.86688,0.80105,0.82855,0.814567965,
0.86669,0.80167,0.82558,0.813449339,
0.86453,0.81368,0.81893,0.816296559,
0.86592,0.80464,0.82032,0.812404348,
0.86514,0.84618,0.77515,0.809109098,
0.86445,0.80901,0.80716,0.808083941,
0.86621,0.83259,0.79196,0.811766922,
0.8651,0.79726,0.83181,0.814168625,
0.86465,0.80201,0.83282,0.817124677,
0.86623,0.80909,0.82962,0.819226399,
0.86601,0.8094,0.83192,0.820505505,
0.86481,0.80872,0.83276,0.820563963,
0.86538,0.80866,0.83527,0.821749634,
0.86552,0.80561,0.83639,0.820711508,
0.86594,0.8072,0.83348,0.820129527,
0.86752,0.8065,0.83214,0.819119404,
0.86753,0.80675,0.83689,0.821543656,
0.86733,0.80255,0.83355,0.817756314,
0.8674,0.8027,0.83317,0.81765123,
0.86701,0.80271,0.8296,0.815933513,
